account_id,date_col,target,transaction_amount,product_title,review_body,age,account_age_days,annual_income,country,subscription_tier
18,2024-02-08 17:43:02,0,45.87,running shoes,stopped working after a week,28,1659,34878.07,UK,free
18,2024-02-08 18:40:18,1,38.71,phone case,perfect fit very comfortable,59,326,33558.35,AU,enterprise
18,2024-02-08 18:45:03,1,45.13,desk lamp,great product fast shipping,61,803,32377.66,DE,enterprise
18,2024-02-08 19:48:34,0,28.31,yoga mat,arrived damaged poor packaging,32,923,47297.73,DE,premium
18,2024-02-08 20:05:07,1,54.79,bluetooth speaker,perfect fit very comfortable,63,1103,42684.65,CA,enterprise
18,2024-02-08 20:43:21,0,26.48,water bottle,works as expected average experience,39,496,42540.56,IN,free
18,2024-02-08 21:06:02,0,22.77,desk lamp,amazing value highly recommend,24,1019,48257.66,IN,free
18,2024-02-08 21:31:43,1,61.41,water bottle,stopped working after a week,65,1153,47644.15,AU,basic
18,2024-02-08 22:02:33,0,15.93,phone case,perfect fit very comfortable,42,794,62975.72,AU,free
18,2024-02-08 23:14:22,1,6.81,running shoes,amazing value highly recommend,53,1508,48684.64,FR,premium
18,2024-02-08 23:55:43,0,61.66,wireless earbuds,perfect fit very comfortable,24,554,51095.27,CA,free
18,2024-02-08 23:58:42,1,62.04,coffee maker,stopped working after a week,23,473,66040.33,FR,basic
19,2024-01-09 00:07:49,1,34.31,backpack,excellent quality would buy again,26,988,45877.86,FR,basic
19,2024-01-09 00:07:52,1,51.63,coffee maker,perfect fit very comfortable,53,636,27161.66,UK,basic
19,2024-01-09 00:20:59,0,48.98,coffee maker,perfect fit very comfortable,66,1851,44653.76,DE,free
19,2024-01-09 00:52:04,1,61.44,bluetooth speaker,amazing value highly recommend,32,1743,54610.4,US,premium
19,2024-01-09 01:14:23,1,34.96,coffee maker,amazing value highly recommend,33,475,70250.58,US,premium
19,2024-01-09 01:22:24,1,42.92,desk lamp,great product fast shipping,23,55,43307.28,FR,basic
19,2024-01-09 02:53:07,1,42.75,water bottle,works as expected average experience,59,271,75283.39,US,free
19,2024-01-09 03:25:57,1,39.22,phone case,perfect fit very comfortable,48,1281,77992.75,FR,premium
19,2024-01-09 03:45:06,1,17.33,laptop stand,works as expected average experience,41,1594,44087.45,UK,basic
19,2024-01-09 04:45:24,0,38.82,water bottle,perfect fit very comfortable,60,334,63689.8,AU,basic
19,2024-01-09 05:43:30,0,77.85,laptop stand,not worth the price disappointed,52,1839,91916.25,FR,basic
19,2024-01-09 05:46:47,0,14.33,wireless earbuds,works as expected average experience,22,1777,28545.57,FR,free
19,2024-01-09 05:52:37,0,24.47,wireless earbuds,great product fast shipping,19,864,53310.07,UK,basic
19,2024-01-09 06:54:25,0,35.82,running shoes,arrived damaged poor packaging,53,177,61807.17,DE,basic
19,2024-01-09 06:56:01,1,34.82,water bottle,perfect fit very comfortable,38,1663,55009.5,US,enterprise
19,2024-01-09 10:52:44,0,17.49,backpack,arrived damaged poor packaging,40,1488,38656.21,CA,free
19,2024-01-09 14:32:31,0,38.65,desk lamp,stopped working after a week,19,598,42893.38,US,free
19,2024-01-09 15:45:01,0,36.09,coffee maker,excellent quality would buy again,63,684,36637.94,DE,free
19,2024-01-09 16:03:32,0,17.48,backpack,excellent quality would buy again,39,84,66223.37,US,free
19,2024-01-09 18:31:50,0,90.68,bluetooth speaker,excellent quality would buy again,63,1061,22681.64,DE,basic
19,2024-01-09 18:38:32,1,49.26,phone case,great product fast shipping,39,824,44835.01,DE,basic
19,2024-01-09 19:13:23,0,25.0,water bottle,arrived damaged poor packaging,24,390,30752.63,IN,premium
19,2024-01-09 19:14:08,0,21.78,backpack,stopped working after a week,32,298,68598.42,DE,basic
19,2024-01-09 19:24:01,1,68.65,desk lamp,amazing value highly recommend,51,584,79271.92,CA,premium
19,2024-01-09 19:40:46,0,32.38,running shoes,not worth the price disappointed,69,76,25704.62,US,basic
19,2024-01-09 20:18:25,0,30.69,bluetooth speaker,stopped working after a week,55,1419,79305.67,CA,free
19,2024-01-09 20:23:08,0,214.92,backpack,not worth the price disappointed,25,129,42464.43,AU,enterprise
19,2024-01-09 20:30:15,0,45.26,wireless earbuds,arrived damaged poor packaging,23,1762,65594.44,AU,basic
19,2024-01-09 21:49:35,1,39.33,desk lamp,stopped working after a week,54,1911,49098.16,CA,free
19,2024-01-09 21:51:19,1,26.91,water bottle,great product fast shipping,35,820,46255.31,FR,premium
19,2024-01-09 22:16:01,1,65.17,bluetooth speaker,not worth the price disappointed,22,1627,57497.2,CA,premium
19,2024-01-09 23:06:59,1,46.42,coffee maker,not worth the price disappointed,19,686,48279.33,FR,enterprise
19,2024-01-09 23:14:12,1,40.41,laptop stand,great product fast shipping,54,231,36743.12,CA,premium
19,2024-01-09 23:31:16,0,193.49,wireless earbuds,not worth the price disappointed,62,1193,41414.48,DE,free
20,2024-02-19 00:22:40,0,53.73,bluetooth speaker,excellent quality would buy again,40,1705,75496.75,IN,basic
20,2024-02-19 00:57:49,0,19.0,bluetooth speaker,stopped working after a week,57,165,48683.88,IN,free
20,2024-02-19 01:16:21,0,93.78,yoga mat,works as expected average experience,55,244,103773.09,UK,free
20,2024-02-19 01:18:28,0,12.51,laptop stand,not worth the price disappointed,38,1244,44334.4,UK,basic
20,2024-02-19 01:41:05,1,43.29,running shoes,not worth the price disappointed,26,291,59058.36,FR,free
20,2024-02-19 02:03:52,1,43.21,backpack,stopped working after a week,39,1886,36156.03,IN,free
20,2024-02-19 02:23:58,1,314.23,yoga mat,not worth the price disappointed,59,97,39657.13,US,free
20,2024-02-19 02:43:46,0,24.74,yoga mat,perfect fit very comfortable,58,164,40444.24,AU,basic
20,2024-02-19 02:59:53,1,36.67,backpack,works as expected average experience,69,408,33262.5,UK,enterprise
20,2024-02-19 03:43:30,1,18.26,bluetooth speaker,amazing value highly recommend,55,1606,46794.51,UK,premium
20,2024-02-19 04:37:58,1,54.97,wireless earbuds,amazing value highly recommend,30,505,52753.69,AU,basic
20,2024-02-19 04:50:33,1,70.05,backpack,great product fast shipping,56,1716,61182.72,DE,free
20,2024-02-19 06:29:53,1,89.82,wireless earbuds,perfect fit very comfortable,55,716,70447.8,CA,free
20,2024-02-19 10:43:01,0,18.62,bluetooth speaker,amazing value highly recommend,35,1781,28701.79,AU,premium
20,2024-02-19 10:46:14,1,56.94,laptop stand,amazing value highly recommend,58,1383,71410.06,CA,premium
20,2024-02-19 10:56:55,0,15.58,water bottle,arrived damaged poor packaging,35,241,47903.11,IN,basic
20,2024-02-19 12:06:31,1,59.45,backpack,not worth the price disappointed,36,95,49600.87,FR,enterprise
20,2024-02-19 12:13:24,1,26.06,running shoes,stopped working after a week,39,130,37704.58,DE,premium
20,2024-02-19 12:32:28,0,18.34,water bottle,excellent quality would buy again,40,1376,31291.74,FR,basic
20,2024-02-19 12:57:22,1,16.82,laptop stand,not worth the price disappointed,19,260,53144.53,CA,free
20,2024-02-19 13:09:30,1,39.62,bluetooth speaker,arrived damaged poor packaging,32,1332,67205.23,DE,enterprise
20,2024-02-19 14:40:37,0,13.98,yoga mat,not worth the price disappointed,52,259,42573.61,US,free
20,2024-02-19 14:47:29,0,34.51,water bottle,perfect fit very comfortable,42,1225,47012.92,AU,basic
20,2024-02-19 15:07:13,1,53.56,bluetooth speaker,arrived damaged poor packaging,41,194,39439.03,US,premium
20,2024-02-19 16:44:13,0,31.47,wireless earbuds,great product fast shipping,35,371,42421.89,IN,basic
20,2024-02-19 16:45:17,0,25.39,phone case,stopped working after a week,67,1262,46674.47,AU,enterprise
20,2024-02-19 17:02:15,0,8.44,bluetooth speaker,great product fast shipping,62,1466,49479.91,IN,basic
20,2024-02-19 17:37:51,0,15.56,bluetooth speaker,excellent quality would buy again,42,998,67787.81,CA,free
20,2024-02-19 17:53:04,0,14.01,bluetooth speaker,arrived damaged poor packaging,32,1158,37189.89,UK,basic
20,2024-02-19 17:59:10,0,16.77,coffee maker,excellent quality would buy again,37,130,39372.91,FR,basic
20,2024-02-19 19:31:11,0,21.82,coffee maker,stopped working after a week,18,1055,38442.55,DE,basic
20,2024-02-19 19:40:30,1,288.07,desk lamp,great product fast shipping,66,1318,25352.78,UK,free
20,2024-02-19 20:06:41,0,45.39,wireless earbuds,perfect fit very comfortable,20,734,17143.86,CA,basic
20,2024-02-19 20:25:37,0,17.33,running shoes,perfect fit very comfortable,62,218,40544.81,UK,premium
20,2024-02-19 23:31:29,0,20.23,yoga mat,stopped working after a week,38,160,45627.7,DE,basic
21,2024-01-12 00:06:18,0,48.66,wireless earbuds,excellent quality would buy again,30,376,25526.42,DE,basic
21,2024-01-12 01:00:59,1,49.71,backpack,great product fast shipping,45,1945,37754.42,FR,basic
21,2024-01-12 02:12:04,0,33.58,coffee maker,works as expected average experience,35,1287,32912.94,IN,basic
21,2024-01-12 03:28:59,1,17.28,bluetooth speaker,arrived damaged poor packaging,36,1934,90641.35,DE,premium
21,2024-01-12 04:09:18,0,14.85,water bottle,works as expected average experience,41,1088,53444.49,IN,free
21,2024-01-12 04:24:17,1,22.77,laptop stand,stopped working after a week,37,305,65271.43,AU,free
21,2024-01-12 05:15:33,1,53.65,running shoes,arrived damaged poor packaging,64,1460,28802.29,FR,basic
21,2024-01-12 05:57:32,0,21.51,yoga mat,arrived damaged poor packaging,42,496,32634.88,FR,free
21,2024-01-12 06:06:27,1,38.03,coffee maker,arrived damaged poor packaging,44,561,45324.65,AU,basic
21,2024-01-12 07:13:56,1,53.72,backpack,perfect fit very comfortable,30,284,40242.46,IN,premium
21,2024-01-12 08:54:27,0,8.23,coffee maker,amazing value highly recommend,57,74,41583.55,DE,basic
21,2024-01-12 09:01:58,1,165.46,laptop stand,great product fast shipping,31,1085,68330.63,IN,basic
21,2024-01-12 09:52:38,0,7.46,bluetooth speaker,excellent quality would buy again,68,138,37212.81,UK,free
21,2024-01-12 10:02:27,1,78.62,running shoes,not worth the price disappointed,31,115,70332.87,DE,basic
21,2024-01-12 10:43:01,1,27.88,laptop stand,works as expected average experience,21,1769,42467.0,US,enterprise
21,2024-01-12 11:00:19,1,15.72,wireless earbuds,amazing value highly recommend,33,419,41243.39,AU,premium
21,2024-01-12 11:00:51,1,180.71,bluetooth speaker,stopped working after a week,42,874,58463.69,US,premium
21,2024-01-12 12:54:04,0,22.99,water bottle,amazing value highly recommend,40,1875,38358.16,CA,free
21,2024-01-12 12:59:24,0,35.61,running shoes,stopped working after a week,42,34,35713.88,CA,free
21,2024-01-12 13:01:56,0,14.89,phone case,arrived damaged poor packaging,60,1108,61619.0,US,free
21,2024-01-12 13:44:16,1,33.49,backpack,amazing value highly recommend,26,876,50608.84,DE,enterprise
21,2024-01-12 13:52:20,0,26.17,backpack,excellent quality would buy again,49,754,82232.93,UK,free
21,2024-01-12 14:12:25,1,59.2,coffee maker,perfect fit very comfortable,61,1500,74070.81,AU,basic
21,2024-01-12 15:16:25,1,7.5,coffee maker,not worth the price disappointed,40,1675,21006.51,IN,premium
21,2024-01-12 16:47:40,1,47.0,phone case,great product fast shipping,64,1212,38061.07,DE,premium
21,2024-01-12 17:01:47,1,39.95,backpack,great product fast shipping,68,158,53626.14,CA,free
21,2024-01-12 18:29:09,1,30.04,bluetooth speaker,excellent quality would buy again,63,783,63555.92,DE,premium
21,2024-01-12 18:49:04,0,34.11,running shoes,arrived damaged poor packaging,22,1694,40993.98,CA,free
21,2024-01-12 20:56:40,0,28.67,backpack,not worth the price disappointed,40,1455,44105.09,DE,free
21,2024-01-12 21:13:10,0,24.56,bluetooth speaker,amazing value highly recommend,58,767,53392.26,AU,basic
21,2024-01-12 22:42:16,1,28.75,yoga mat,great product fast shipping,59,1960,40245.22,CA,premium
21,2024-01-12 23:31:14,0,51.38,coffee maker,stopped working after a week,24,1119,39619.55,US,free
22,2024-02-18 02:14:30,1,37.37,desk lamp,not worth the price disappointed,68,944,34910.61,DE,premium
22,2024-02-18 02:51:40,0,17.91,running shoes,excellent quality would buy again,41,791,61522.99,FR,premium
22,2024-02-18 03:06:14,1,35.66,phone case,great product fast shipping,39,960,82567.66,US,basic
22,2024-02-18 03:13:05,0,17.54,wireless earbuds,amazing value highly recommend,46,289,44247.98,FR,basic
22,2024-02-18 03:33:45,1,137.37,bluetooth speaker,amazing value highly recommend,35,544,31028.71,DE,premium
22,2024-02-18 03:47:24,1,93.07,backpack,perfect fit very comfortable,62,974,30072.47,UK,premium
22,2024-02-18 06:10:47,0,53.98,phone case,great product fast shipping,40,1244,32695.9,UK,premium
22,2024-02-18 06:40:25,1,39.94,wireless earbuds,not worth the price disappointed,31,1730,35123.33,IN,premium
22,2024-02-18 07:18:46,1,52.64,wireless earbuds,not worth the price disappointed,49,30,83064.19,DE,basic
22,2024-02-18 09:37:07,0,11.83,wireless earbuds,arrived damaged poor packaging,54,290,59673.63,DE,free
22,2024-02-18 09:41:48,0,30.62,wireless earbuds,arrived damaged poor packaging,44,840,43806.68,DE,free
22,2024-02-18 09:53:00,0,14.37,water bottle,stopped working after a week,31,703,23950.62,UK,basic
22,2024-02-18 10:16:10,0,41.34,coffee maker,great product fast shipping,21,140,71499.99,UK,free
22,2024-02-18 10:37:27,1,62.32,coffee maker,not worth the price disappointed,21,1046,72573.24,AU,basic
22,2024-02-18 11:04:47,0,16.56,phone case,excellent quality would buy again,39,427,52037.52,DE,basic
22,2024-02-18 11:22:48,0,10.09,running shoes,amazing value highly recommend,25,1532,45427.45,FR,free
22,2024-02-18 12:12:01,0,33.49,water bottle,not worth the price disappointed,48,1905,59413.0,FR,basic
22,2024-02-18 14:39:49,1,13.98,wireless earbuds,excellent quality would buy again,35,747,48582.87,FR,premium
22,2024-02-18 14:45:09,1,190.32,water bottle,amazing value highly recommend,58,482,34819.18,IN,premium
22,2024-02-18 15:13:51,1,117.48,desk lamp,not worth the price disappointed,59,1383,39755.54,US,enterprise
22,2024-02-18 15:34:53,0,23.4,phone case,perfect fit very comfortable,47,197,77435.44,DE,basic
22,2024-02-18 16:34:51,1,33.42,laptop stand,amazing value highly recommend,21,1130,23785.93,IN,premium
22,2024-02-18 18:51:14,1,48.82,phone case,stopped working after a week,57,1015,42075.9,IN,premium
22,2024-02-18 21:55:45,0,19.7,backpack,perfect fit very comfortable,36,175,86370.68,CA,basic
22,2024-02-18 22:34:27,1,72.51,backpack,works as expected average experience,28,783,47235.75,IN,premium
22,2024-02-18 22:44:54,0,13.74,coffee maker,amazing value highly recommend,56,1080,46861.75,DE,free
22,2024-02-18 23:18:54,0,15.82,phone case,arrived damaged poor packaging,31,377,59800.33,IN,free
22,2024-02-18 23:21:42,0,35.47,running shoes,amazing value highly recommend,27,1343,33540.27,AU,free
23,2024-01-01 00:51:55,0,20.16,laptop stand,arrived damaged poor packaging,35,1083,24072.45,UK,premium
23,2024-01-01 02:17:08,0,56.83,bluetooth speaker,not worth the price disappointed,57,643,24892.8,CA,free
23,2024-01-01 03:33:00,0,14.45,bluetooth speaker,not worth the price disappointed,37,686,53013.58,US,basic
23,2024-01-01 03:40:57,0,32.1,running shoes,not worth the price disappointed,21,1975,57176.46,AU,free
23,2024-01-01 04:43:38,0,7.56,wireless earbuds,arrived damaged poor packaging,46,1391,33253.17,IN,free
23,2024-01-01 05:13:23,0,25.95,bluetooth speaker,not worth the price disappointed,39,656,66104.03,DE,free
23,2024-01-01 05:24:51,0,30.95,backpack,amazing value highly recommend,56,1293,40555.27,UK,premium
23,2024-01-01 05:54:38,1,48.53,wireless earbuds,amazing value highly recommend,41,1740,40572.25,DE,premium
23,2024-01-01 07:10:05,1,9.34,bluetooth speaker,not worth the price disappointed,51,105,48794.44,IN,free
23,2024-01-01 07:35:20,0,28.33,laptop stand,perfect fit very comfortable,29,405,75374.9,US,free
23,2024-01-01 07:36:32,0,70.39,water bottle,not worth the price disappointed,65,40,38521.23,AU,basic
23,2024-01-01 08:13:29,1,53.88,backpack,excellent quality would buy again,36,349,71010.64,DE,free
23,2024-01-01 08:25:15,0,75.72,wireless earbuds,arrived damaged poor packaging,27,608,35116.4,AU,free
23,2024-01-01 08:39:20,1,68.49,coffee maker,great product fast shipping,41,218,53834.3,IN,premium
23,2024-01-01 09:48:38,0,30.81,bluetooth speaker,works as expected average experience,49,160,20661.23,IN,premium
23,2024-01-01 10:02:29,0,18.25,yoga mat,perfect fit very comfortable,30,259,54666.17,US,basic
23,2024-01-01 10:21:14,0,23.0,backpack,works as expected average experience,21,402,119739.24,US,free
23,2024-01-01 11:22:45,1,84.14,running shoes,amazing value highly recommend,65,596,58915.67,US,free
23,2024-01-01 11:27:16,0,31.7,running shoes,excellent quality would buy again,64,233,44397.44,DE,enterprise
23,2024-01-01 12:18:20,1,2.85,coffee maker,works as expected average experience,50,1291,45951.14,CA,premium
23,2024-01-01 12:37:58,1,54.87,backpack,not worth the price disappointed,45,1570,55344.96,CA,basic
23,2024-01-01 12:42:42,1,46.21,running shoes,stopped working after a week,29,1514,33607.1,AU,free
23,2024-01-01 13:07:43,1,78.86,wireless earbuds,excellent quality would buy again,33,1680,48372.12,CA,basic
23,2024-01-01 13:10:46,1,27.9,backpack,stopped working after a week,32,906,47466.91,FR,basic
23,2024-01-01 13:23:58,1,21.39,laptop stand,not worth the price disappointed,65,1386,104044.79,IN,basic
23,2024-01-01 13:34:42,1,12.86,phone case,great product fast shipping,20,549,40037.83,IN,premium
23,2024-01-01 13:44:20,0,4.93,backpack,excellent quality would buy again,53,1458,51364.09,IN,basic
23,2024-01-01 14:05:29,0,4.94,wireless earbuds,amazing value highly recommend,48,568,29567.53,AU,free
23,2024-01-01 14:07:09,0,17.38,wireless earbuds,works as expected average experience,34,512,31118.46,DE,enterprise
23,2024-01-01 14:09:11,1,43.19,desk lamp,great product fast shipping,36,572,57970.73,IN,enterprise
23,2024-01-01 14:26:15,1,10.86,desk lamp,works as expected average experience,38,1940,32552.76,US,free
23,2024-01-01 14:47:58,1,36.99,coffee maker,amazing value highly recommend,18,1317,48003.68,DE,free
23,2024-01-01 15:01:27,1,13.84,yoga mat,not worth the price disappointed,19,338,47923.2,IN,free
23,2024-01-01 15:33:02,1,51.46,running shoes,works as expected average experience,51,516,59511.37,UK,basic
23,2024-01-01 15:39:30,0,17.68,bluetooth speaker,works as expected average experience,28,1915,53419.61,DE,free
23,2024-01-01 16:50:52,1,40.34,phone case,stopped working after a week,24,678,80504.36,DE,basic
23,2024-01-01 17:40:51,1,149.75,desk lamp,excellent quality would buy again,63,1235,33170.73,FR,enterprise
23,2024-01-01 18:53:54,0,62.27,coffee maker,excellent quality would buy again,58,390,45045.43,FR,free
23,2024-01-01 19:23:57,1,11.91,laptop stand,works as expected average experience,38,553,45151.28,US,basic
23,2024-01-01 20:09:45,0,16.09,bluetooth speaker,great product fast shipping,58,517,45279.23,CA,free
23,2024-01-01 22:05:27,1,49.1,desk lamp,not worth the price disappointed,24,1897,52322.17,FR,basic
23,2024-01-01 22:46:45,0,88.54,phone case,amazing value highly recommend,26,1032,60949.65,US,basic
23,2024-01-01 23:04:57,0,36.65,laptop stand,great product fast shipping,48,944,45871.06,US,premium
24,2024-02-17 00:21:08,1,34.63,phone case,great product fast shipping,52,701,49309.24,UK,premium
24,2024-02-17 00:59:59,1,84.1,desk lamp,stopped working after a week,50,1871,68841.12,FR,premium
24,2024-02-17 01:20:01,0,16.25,phone case,amazing value highly recommend,44,919,51022.51,AU,basic
24,2024-02-17 01:20:33,1,259.31,desk lamp,works as expected average experience,39,1691,30276.17,UK,premium
24,2024-02-17 01:35:49,1,64.14,desk lamp,not worth the price disappointed,53,41,34108.73,AU,premium
24,2024-02-17 01:43:45,0,18.17,phone case,great product fast shipping,21,862,30410.59,US,premium
24,2024-02-17 01:51:48,1,3.63,laptop stand,excellent quality would buy again,62,1037,55937.84,FR,premium
24,2024-02-17 02:46:50,1,69.56,bluetooth speaker,perfect fit very comfortable,69,587,46576.76,DE,basic
24,2024-02-17 03:04:42,1,88.96,yoga mat,great product fast shipping,65,811,60410.96,FR,basic
24,2024-02-17 04:09:06,0,33.47,desk lamp,not worth the price disappointed,44,1865,39329.47,UK,free
24,2024-02-17 05:54:07,1,72.01,water bottle,excellent quality would buy again,60,1540,32246.18,FR,basic
24,2024-02-17 06:27:01,1,57.86,backpack,great product fast shipping,28,1638,42512.24,IN,premium
24,2024-02-17 06:44:04,0,23.39,coffee maker,great product fast shipping,44,114,57817.96,IN,basic
24,2024-02-17 07:32:00,1,40.82,backpack,amazing value highly recommend,40,1387,61516.72,DE,enterprise
24,2024-02-17 07:32:48,0,9.35,phone case,arrived damaged poor packaging,66,1615,40054.59,FR,free
24,2024-02-17 08:01:08,1,22.32,bluetooth speaker,excellent quality would buy again,65,37,34841.52,AU,enterprise
24,2024-02-17 09:12:51,1,86.67,yoga mat,excellent quality would buy again,42,422,36159.94,FR,enterprise
24,2024-02-17 09:57:54,1,197.85,wireless earbuds,amazing value highly recommend,46,1702,48880.06,DE,premium
24,2024-02-17 10:28:48,1,49.25,coffee maker,stopped working after a week,22,418,69460.81,US,premium
24,2024-02-17 11:42:05,0,155.76,laptop stand,stopped working after a week,61,625,62958.09,AU,free
24,2024-02-17 11:51:33,0,23.54,desk lamp,great product fast shipping,39,736,59683.15,FR,premium
24,2024-02-17 12:05:13,1,41.33,wireless earbuds,arrived damaged poor packaging,45,672,41797.62,UK,free
24,2024-02-17 12:27:46,1,47.34,yoga mat,great product fast shipping,29,599,35794.37,CA,basic
24,2024-02-17 12:29:11,0,44.27,laptop stand,works as expected average experience,36,1839,46341.01,FR,free
24,2024-02-17 13:34:01,1,44.5,yoga mat,amazing value highly recommend,43,558,35355.71,FR,basic
24,2024-02-17 16:56:52,0,26.29,coffee maker,perfect fit very comfortable,56,579,85442.62,US,basic
24,2024-02-17 17:32:19,1,93.02,bluetooth speaker,perfect fit very comfortable,26,330,18721.88,FR,enterprise
24,2024-02-17 17:36:05,1,47.79,bluetooth speaker,arrived damaged poor packaging,19,1474,28497.0,DE,premium
24,2024-02-17 17:49:28,0,41.4,backpack,works as expected average experience,32,1136,57728.0,FR,free
24,2024-02-17 19:11:48,1,204.78,coffee maker,amazing value highly recommend,43,1474,73867.9,AU,premium
24,2024-02-17 19:43:30,1,22.37,yoga mat,not worth the price disappointed,34,1109,56230.2,FR,free
24,2024-02-17 19:51:07,1,44.39,backpack,arrived damaged poor packaging,47,1153,51731.86,UK,free
24,2024-02-17 20:05:49,1,82.53,yoga mat,perfect fit very comfortable,46,1450,81217.47,DE,free
24,2024-02-17 20:12:28,0,25.92,yoga mat,not worth the price disappointed,66,221,31533.07,CA,free
24,2024-02-17 20:24:19,0,80.15,water bottle,perfect fit very comfortable,30,1471,43296.74,AU,free
24,2024-02-17 20:33:25,1,45.79,laptop stand,not worth the price disappointed,29,1786,33801.57,IN,premium
24,2024-02-17 20:50:40,0,22.07,desk lamp,perfect fit very comfortable,65,443,66231.89,CA,free
24,2024-02-17 21:16:25,0,6.77,coffee maker,amazing value highly recommend,23,1310,45388.01,FR,basic
24,2024-02-17 21:40:00,0,98.99,bluetooth speaker,perfect fit very comfortable,45,1844,79816.67,US,enterprise
24,2024-02-17 22:06:19,0,33.47,bluetooth speaker,amazing value highly recommend,28,1553,43602.58,UK,free
25,2024-02-17 00:15:26,0,15.24,phone case,great product fast shipping,65,761,102885.65,UK,free
25,2024-02-17 01:50:19,0,16.09,backpack,perfect fit very comfortable,59,808,76095.67,FR,premium
25,2024-02-17 02:52:19,1,50.07,running shoes,arrived damaged poor packaging,18,711,54107.34,DE,free
25,2024-02-17 03:27:26,1,76.68,phone case,perfect fit very comfortable,58,473,69442.95,FR,premium
25,2024-02-17 03:41:12,1,90.58,laptop stand,great product fast shipping,51,1216,73370.46,FR,premium
25,2024-02-17 03:55:48,1,54.45,yoga mat,not worth the price disappointed,63,1069,45164.71,UK,premium
25,2024-02-17 03:58:54,1,38.79,yoga mat,works as expected average experience,34,1628,33339.73,FR,premium
25,2024-02-17 05:01:02,0,19.04,backpack,perfect fit very comfortable,48,878,42788.86,UK,free
25,2024-02-17 05:44:46,1,82.45,water bottle,arrived damaged poor packaging,31,1478,42141.41,DE,basic
25,2024-02-17 07:27:47,0,35.44,backpack,arrived damaged poor packaging,22,873,45857.92,AU,basic
25,2024-02-17 08:00:25,1,63.4,desk lamp,stopped working after a week,66,1945,75797.26,AU,premium
25,2024-02-17 08:45:29,1,107.33,phone case,works as expected average experience,41,1406,74390.61,US,free
25,2024-02-17 08:56:03,0,26.67,bluetooth speaker,perfect fit very comfortable,54,1315,62044.46,FR,basic
25,2024-02-17 09:18:29,0,28.44,coffee maker,not worth the price disappointed,34,1422,29025.46,US,free
25,2024-02-17 10:01:33,0,12.83,backpack,stopped working after a week,54,1245,34050.76,DE,free
25,2024-02-17 10:11:14,0,22.35,laptop stand,works as expected average experience,42,1576,21266.44,FR,basic
25,2024-02-17 10:47:23,1,40.8,yoga mat,excellent quality would buy again,43,1137,45284.64,CA,free
25,2024-02-17 11:12:05,1,55.77,yoga mat,arrived damaged poor packaging,67,1948,49251.28,FR,enterprise
25,2024-02-17 12:02:30,0,37.92,backpack,amazing value highly recommend,67,1334,32353.61,UK,free
25,2024-02-17 12:11:58,0,5.61,running shoes,perfect fit very comfortable,18,47,59480.89,IN,premium
25,2024-02-17 12:36:07,1,60.31,wireless earbuds,stopped working after a week,68,102,52071.73,CA,basic
25,2024-02-17 14:25:12,1,33.43,coffee maker,works as expected average experience,38,936,101141.91,UK,basic
25,2024-02-17 15:22:52,0,28.48,running shoes,great product fast shipping,69,737,61101.35,IN,free
25,2024-02-17 16:02:34,0,4.92,bluetooth speaker,amazing value highly recommend,51,1940,103029.34,IN,free
25,2024-02-17 16:11:56,0,28.76,phone case,perfect fit very comfortable,29,1986,27108.53,FR,free
25,2024-02-17 16:30:14,1,64.56,water bottle,amazing value highly recommend,32,868,67597.42,DE,free
25,2024-02-17 16:55:47,1,65.05,water bottle,excellent quality would buy again,52,1981,59984.3,US,free
25,2024-02-17 17:01:12,1,46.32,bluetooth speaker,excellent quality would buy again,20,1288,45860.34,AU,basic
25,2024-02-17 17:04:34,0,32.14,bluetooth speaker,perfect fit very comfortable,26,793,70239.18,AU,basic
25,2024-02-17 18:04:25,1,108.16,phone case,stopped working after a week,46,1067,56297.79,AU,basic
25,2024-02-17 18:09:23,0,110.13,phone case,stopped working after a week,38,74,37805.38,US,premium
25,2024-02-17 18:29:39,1,303.07,backpack,amazing value highly recommend,57,1573,37663.01,AU,basic
25,2024-02-17 18:31:49,0,32.24,running shoes,amazing value highly recommend,40,802,49212.02,CA,premium
25,2024-02-17 20:04:16,0,5.76,coffee maker,amazing value highly recommend,56,1331,34252.72,DE,enterprise
25,2024-02-17 22:12:56,0,6.4,coffee maker,perfect fit very comfortable,51,1194,60278.16,CA,free
25,2024-02-17 23:00:08,1,73.68,phone case,perfect fit very comfortable,18,1962,30970.8,US,enterprise
25,2024-02-17 23:53:28,0,9.56,water bottle,excellent quality would buy again,21,866,53954.48,DE,free
26,2024-02-16 00:59:22,0,24.93,yoga mat,excellent quality would buy again,41,1086,66044.76,DE,free
26,2024-02-16 01:04:17,0,20.26,phone case,perfect fit very comfortable,20,936,42811.55,CA,basic
26,2024-02-16 01:55:16,1,27.36,running shoes,amazing value highly recommend,27,298,36884.2,DE,free
26,2024-02-16 03:23:53,1,108.21,desk lamp,works as expected average experience,32,1257,48607.44,US,premium
26,2024-02-16 03:36:58,0,30.9,laptop stand,amazing value highly recommend,57,848,39510.59,AU,basic
26,2024-02-16 04:20:32,1,62.32,phone case,perfect fit very comfortable,40,1582,30213.46,AU,premium
26,2024-02-16 04:37:17,1,81.33,bluetooth speaker,excellent quality would buy again,42,131,37894.94,US,premium
26,2024-02-16 04:48:41,1,116.28,yoga mat,works as expected average experience,41,72,37224.4,CA,basic
